流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
3370,王惠美,20,105/01/04,105,營利事業捐贈收入,58580218,福華明鏡股份有限公司,100000,NA,是,彰化縣福興鄉,212,彰化縣福興鄉橋頭村彰鹿路7段688號
2153,劉建國,31,104/12/21,104,營利事業捐贈收入,63346305,福祿壽國際酒品股份有限公司,100000,NA,是,雲林縣古坑鄉,141,雲林縣古坑鄉古坑村19鄰中山路11號
2152,蘇治芬,6,104/12/31,104,營利事業捐贈收入,63346305,福祿壽國際酒品股份有限公司,100000,NA,是,雲林縣古坑鄉,NA,雲林縣古坑鄉古坑村19鄰中山路11號
946,陳賴素美,11,104/12/31,104,營利事業捐贈收入,80138647,福詮重機械有限公司,3000,NA,是,桃園市楊梅區,165,桃園市楊梅區大平里中山南路175號2樓
37,蔡煌瑯,74,104/05/29,104,營利事業捐贈收入,4757506,福達食品股份有限公司,20000,NA,是,桃園市中壢區,246,桃園市中壢區內定里合定路20號1樓
3871,楊瓊瓔,28,104/12/01,104,營利事業捐贈收入,56192402,福壽實業股份有限公司,18000,NA,否,臺中市沙鹿區,231,臺中市沙鹿區興安里沙田路45號
586,鍾佳濱,48,104/06/30,104,營利事業捐贈收入,89208215,福慧醫院管理顧問股份有限公司,150000,NA,是,屏東縣屏東巿,255,屏東縣屏東市大連里瑞光路2段250號1樓
1572,邱志偉,96,104/08/31,104,營利事業捐贈收入,88732487,福輝螺絲工廠股份有限公司,100000,NA,是,高雄市岡山區,NA,高雄市岡山區嘉興里嘉華路21號
1647,邱志偉,37,104/11/25,104,營利事業捐贈收入,86951268,福懋建設股份有限公司,100000,NA,是,高雄市前鎮區,NA,高雄市前鎮區西山里復興三路165號5樓
1646,邱志偉,31,104/12/01,104,營利事業捐贈收入,86951268,福懋建設股份有限公司,100000,NA,是,高雄市前鎮區,NA,高雄市前鎮區西山里復興三路165號5樓
1645,邱志偉,26,104/12/13,104,營利事業捐贈收入,86951268,福懋建設股份有限公司,100000,NA,是,高雄市前鎮區,NA,高雄市前鎮區西山里復興三路165號5樓
1649,管碧玲,45,104/11/22,104,營利事業捐贈收入,86951268,福懋建設股份有限公司,100000,NA,是,高雄市前鎮區,215,高雄市前鎮區西山里復興三路165號5樓
1648,管碧玲,34,104/12/01,104,營利事業捐贈收入,86951268,福懋建設股份有限公司,100000,NA,是,高雄市前鎮區,216,高雄市前鎮區西山里復興三路165號5樓
2141,吳威志,3,105/01/06,105,營利事業捐贈收入,14001199,福懋興業股份有限公司,100000,NA,是,雲林縣斗六市,276,雲林縣斗六市榴中里石榴路317號
2143,張鎔麒,13,104/12/28,104,營利事業捐贈收入,14001199,福懋興業股份有限公司,500000,NA,是,雲林縣斗六市,238,雲林縣斗六市榴中里石榴路317號
2142,蘇治芬,19,104/12/23,104,營利事業捐贈收入,14001199,福懋興業股份有限公司,500000,NA,是,雲林縣斗六市,NA,雲林縣斗六市榴中里石榴路317號
70,蔡適應,7,105/01/04,105,營利事業捐贈收入,1508384,福驥石材企業有限公司,100000,NA,是,基隆市武訓街,164,基隆市安樂區內寮里武訓街78號
4273,黃珊珊,45,104/09/04,104,營利事業捐贈收入,96945765,管家婆科技股份有限公司,200000,NA,是,臺北市文山區,NA,臺北市大安區仁愛里忠孝東路4段30號10樓
3179,洪宗熠,9,104/12/16,104,營利事業捐贈收入,59834725,精光砂輪工業股份有限公司,5000,NA,是,彰化縣埔鹽鄉,172,彰化縣埔鹽鄉豐澤村埔打路54-1號
5435,王定宇,12,105/01/08,105,營利事業捐贈收入,69662980,精奕興業股份有限公司,100000,NA,是,臺南市仁德區,221,臺南市仁德區新田里勝利路107號
4790,陳根德,53,104/12/19,104,營利事業捐贈收入,36500676,精威機電有限公司,10000,NA,是,臺北市中正區,NA,臺北市中正區齊東街24號
4015,許淑華,22,104/12/08,104,營利事業捐贈收入,28310499,精晟科技股份有限公司,50000,NA,是,臺中市梧棲區,139,臺中市梧棲區草湳里6鄰自強四街183號
1827,邱志偉,69,104/10/06,104,營利事業捐贈收入,89855649,精湛光學科技股份有限公司,200000,NA,是,高雄市湖內區,NA,高雄市湖內區田尾里忠孝街110巷58號
4056,洪慈庸,18,104/12/14,104,營利事業捐贈收入,89791343,精量工業股份有限公司,10000,NA,是,臺中市潭子區,252,臺中市潭子區大豐里8鄰潭富路2段81巷15號
4233,羅明才,38,104/09/15,104,營利事業捐贈收入,16569752,精聯保險經紀人股份有限公司,300000,NA,是,臺北市大同區,194,臺北市大同區建明里長安西路88號7樓
3528,楊瓊瓔,48,104/08/25,104,營利事業捐贈收入,86976985,精豐塑膠股份有限公司,20000,NA,是,臺中市太平區,232,臺中市太平區中興里東平路715巷8弄7號
2569,劉櫂豪,15,104/11/30,104,營利事業捐贈收入,80267206,綠大地生物科技有限公司,10000,NA,是,新北市中和區,154,新北市新店區復興里中正路529號(1樓)
2290,盧嘉辰,7,104/11/4,104,營利事業捐贈收入,24276668,綠友建設股份有限公司,100000,NA,是,新北市中和區,NA,新北市中和區平河里中正路772號4樓
2291,吳琪銘,17,104/10/13,104,營利事業捐贈收入,29096356,綠水建設股份有限公司,100000,NA,是,新北市中和區,NA,新北市中和區平河里中正路772號4樓
2292,羅致政,28,104/07/25,104,營利事業捐贈收入,29096356,綠水建設股份有限公司,100000,NA,是,新北市中和區,NA,新北市中和區平河里中正路772號4樓
931,楊麗環,15,104/12/28,104,營利事業捐贈收入,18176867,綠的旅館,20000,NA,是,桃園市桃園區,NA,桃園市桃園區寶慶里1鄰寶慶路18號
4898,林昶佐,12,104/09/30,104,營利事業捐贈收入,12370668,綠湖股份有限公司,300000,NA,是,臺北市內湖區,257,"臺北市內湖區湖元里民善街83,85,87,89號7樓"
5106,李彥秀,34,104/11/18,104,營利事業捐贈收入,12860948,綠意開發股份有限公司,200000,NA,是,臺北市松山區,NA,臺北市松山區復盛里市民大道5段69號2樓
1843,張顯耀,6,104/12/31,104,營利事業捐贈收入,24665505,綠璟股份有限公司,40000,NA,是,高雄市新興區,NA,高雄市新興區東坡里中山一路80號3樓
3120,黃秀芳,57,104/10/26,104,營利事業捐贈收入,53477806,維力水電材料有限公司,5000,NA,是,彰化縣花壇鄉,178,彰化縣花壇鄉長沙村25鄰中正東街22號
1656,洪慈庸,42,104/11/04,104,營利事業捐贈收入,22531360,維成企業有限公司,20000,NA,是,高雄市前鎮區,253,高雄市前鎮區明孝里新生路297巷6號
4353,吳思瑤,29,104/11/20,104,營利事業捐贈收入,70847374,維克斯化工油脂股份有限公司,50000,NA,是,臺北市大安區,NA,臺北市大安區建安里忠孝東路4段205巷7弄8號8樓
4352,蔡易餘,12,104/12/16,104,營利事業捐贈收入,70847374,維克斯化工油脂股份有限公司,20000,NA,是,臺北市忠孝東,168,臺北市大安區建安里忠孝東路4段205巷7弄8號8樓
4351,蕭亞譚,1,104/12/25,104,營利事業捐贈收入,70847374,維克斯化工油脂股份有限公司,10000,NA,是,臺北市忠孝東,299,臺北市大安區建安里忠孝東路4段205巷7弄8號8樓
4255,林國春,17,104/12/14,104,營利事業捐贈收入,80490319,維格餅家股份有限公司,7500,NA,否,新北市五股區,NA,臺北市大同區蓬萊里承德路3段27號
4256,林國春,18,104/12/14,104,營利事業捐贈收入,80490319,維格餅家股份有限公司,7500,NA,否,新北市五股區,NA,臺北市大同區蓬萊里承德路3段27號
4254,林國春,12,104/12/25,104,營利事業捐贈收入,80490319,維格餅家股份有限公司,7500,NA,否,新北市五股區,NA,臺北市大同區蓬萊里承德路3段27號
1156,蘇震清,26,104/12/07,104,營利事業捐贈收入,83713594,維勝鋼鐵股份有限公司,100000,NA,是,高雄市三民區,180,高雄市三民區安和里博愛一路366號8樓
4682,林郁方,21,104/12/03,104,營利事業捐贈收入,86155523,維陽建設股份有限公司,60000,NA,是,臺北市中山區,NA,臺北市中山區復華里南京東路3段21號11樓
4689,蘇巧慧,12,104/12/07,104,營利事業捐贈收入,86155523,維陽建設股份有限公司,250000,NA,是,臺北市中山區,188,臺北市中山區復華里南京東路3段21號11樓
4471,羅致政,13,104/11/06,104,營利事業捐贈收入,24554135,維新網股份有限公司,36000,NA,是,臺北市松山區,NA,臺北市中山區中央里松江路207號11樓
1126,黃柏霖,2,104/12/31,104,營利事業捐贈收入,16819409,維聯營造有限公司,85000,NA,否,高雄市三民區,153,高雄市三民區本和里大福街263號11樓之1
1998,李昆澤,34,104/11/22,104,營利事業捐贈收入,86920358,維露實業有限公司,50000,NA,是,高雄市鳳山區,208,高雄市鳳山區中正里博愛路298之3號4樓
5395,王定宇,162,104/06/28,104,營利事業捐贈收入,86428496,綮豐實業股份有限公司,10000,NA,是,臺南市仁德區,217,臺南市仁德區一甲里太乙七街50號1樓
2627,吳秉叡,18,104/12/23,104,營利事業捐贈收入,24236821,綸宸實業股份有限公司,5000,NA,是,新北市新莊區,NA,新北市新莊區文聖里建中街48巷8弄1號
4695,許智傑,76,104/09/29,104,營利事業捐贈收入,28844353,綺麗珠寶企業股份有限公司,30000,NA,是,臺東縣臺東市,NA,臺北市中山區晴光里林森北路604號1樓
3800,蔡錦隆,42,104/11/19,104,營利事業捐贈收入,86640027,聚合發建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區惠來里3鄰文心路2段201號15樓之3
3801,蔡錦隆,43,104/11/19,104,營利事業捐贈收入,86640027,聚合發建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區惠來里3鄰文心路2段201號15樓之3
3802,蔡錦隆,44,104/11/19,104,營利事業捐贈收入,86640027,聚合發建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區惠來里3鄰文心路2段201號15樓之3
3803,蔡錦隆,45,104/11/19,104,營利事業捐贈收入,86640027,聚合發建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區惠來里3鄰文心路2段201號15樓之3
3804,蔡錦隆,46,104/11/19,104,營利事業捐贈收入,86640027,聚合發建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區惠來里3鄰文心路2段201號15樓之3
56,林宗彥,1,104/12/11,104,營利事業捐贈收入,4243562,聚和國際股份有限公司,20000,NA,是,NA,NA,高雄市大寮區潮寮里華東路28號
58,林岱樺,100,104/07/03,104,營利事業捐贈收入,4243562,聚和國際股份有限公司,200000,NA,是,高雄市大寮區,222,高雄市大寮區潮寮里華東路28號
57,管碧玲,97,104/08/06,104,營利事業捐贈收入,4243562,聚和國際股份有限公司,100000,NA,是,高雄市大寮區,214,高雄市大寮區潮寮里華東路28號
3000,陳素月,20,105/01/14,105,營利事業捐贈收入,97066689,聚冠紙器企業股份有限公司,100000,NA,是,彰化縣田中鎮,134,彰化縣田中鎮沙崙里興酪路1段430號
2022,陳建閣,3,104/12/24,104,營利事業捐贈收入,27585028,聚香臻有限公司,20000,NA,是,高雄市鳳山區,304,高雄市鳳山區忠義里青年路2段31-3號
4168,黃珊珊,41,104/09/09,104,營利事業捐贈收入,24946668,聚鑫國際實業有限公司,10000,NA,是,臺北市士林區,NA,臺北市士林區福志里忠勇街9號
237,王定宇,186,104/04/29,104,營利事業捐贈收入,6593629,聞祺企業有限公司,100000,NA,是,臺南市永康區,217,臺南市永康區王行里016鄰永科環路88號
236,林俊憲,36,104/11/25,104,營利事業捐贈收入,6593629,聞祺企業有限公司,100000,NA,是,臺南市永康區,196,臺南市永康區王行里016鄰永科環路88號
235,陳亭妃,8,105/01/13,105,營利事業捐贈收入,6593629,聞祺企業有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區王行里016鄰永科環路88號
574,趙天麟,29,104/12/22,104,營利事業捐贈收入,22549278,肇興企業股份有限公司,100000,NA,是,屏東縣坊寮鄉,239,屏東縣枋寮鄉東海村永翔路51號
573,趙天麟,23,104/12/26,104,營利事業捐贈收入,22549278,肇興企業股份有限公司,100000,NA,是,屏東縣枋寮鄉,239,屏東縣枋寮鄉東海村永翔路51號
2418,江惠貞,17,104/12/09,104,營利事業捐贈收入,33378602,臺北氧氣股份有限公司,100000,NA,是,新北市板橋區,256,新北市板橋區三民路1段22號1樓
279,江永昌,15,104/12/17,104,營利事業捐贈收入,19318941,臺北縣私立春池托兒所,10000,NA,是,新北市中和區,308,新北市中和區宜安路112號
4716,林德福,6,105/01/08,105,營利事業捐贈收入,23988339,臺泥化學工業股份有限公司,800000,NA,是,臺北市大同區,183,臺北市中山區聚葉里中山北路2段113號9樓
4715,張慶忠,2,105/01/08,105,營利事業捐贈收入,23988339,臺泥化學工業股份有限公司,800000,NA,是,臺北市中山區,NA,臺北市中山區聚葉里中山北路2段113號9樓
4714,盧嘉辰,2,105/01/11,105,營利事業捐贈收入,23988339,臺泥化學工業股份有限公司,800000,NA,是,臺北市中山區,NA,臺北市中山區聚葉里中山北路2段113號9樓
4721,孫大千,1,104/12/31,104,營利事業捐贈收入,23988289,臺泥資訊股份有限公司,800000,NA,是,臺北市中山區,NA,臺北市中山區聚葉里臺北市中山北路2段113號9樓
4723,楊瓊瓔,5,104/12/31,104,營利事業捐贈收入,23988289,臺泥資訊股份有限公司,800000,NA,是,臺北市中山區,231,臺北市中山區聚葉里臺北市中山北路2段113號9樓
4724,顏寬恒,13,104/12/31,104,營利事業捐贈收入,23988289,臺泥資訊股份有限公司,800000,NA,是,臺北市中山北,233,臺北市中山區聚葉里臺北市中山北路2段113號9樓
5670,吳思瑤,5,105/01/06,105,營利事業捐贈收入,68919301,臺南紡織股份有限公司,500000,NA,是,臺南市東區裕,NA,臺南市東區東光里裕農路511號
5757,陳亭妃,55,104/12/29,104,營利事業捐贈收入,89548642,臺南線上廣播電台股份有限公司,20000,NA,是,臺南市新營區,NA,臺南市新營區民榮里復興路301號17樓之6
5306,姚文智,44,104/11/30,104,營利事業捐贈收入,33380516,臺灣石材股份有限公司,30000,NA,是,臺北市萬華區,201,臺北市萬華區福音里昆明街260號2樓
5538,王定宇,82,104/10/31,104,營利事業捐贈收入,28805176,臺灣百克環保有限公司,1000,NA,是,臺南市永康區,219,臺南市永康區龍潭里27鄰龍昌街46號
904,劉建國,19,105/01/05,105,營利事業捐贈收入,64821876,臺灣高分子工業股份有限公司,10000,NA,是,桃園市桃園區,141,桃園市桃園區明德里中正路1247號14樓之4
5580,管碧玲,138,104/07/14,104,營利事業捐贈收入,54080260,蓋邦營造有限公司,10000,NA,是,臺南市安平區,213,臺南市安平區海頭里9鄰安北路117號1樓
2170,張鎔麒,5,105/01/04,105,營利事業捐贈收入,28498297,蜜蜂故事館股份有限公司,50000,NA,是,雲林縣古坑鄉,238,雲林縣虎尾鎮興中里清雲路1018號1樓
2169,劉建國,2,105/01/15,105,營利事業捐贈收入,28498297,蜜蜂故事館股份有限公司,50000,NA,是,雲林縣虎尾鎮,141,雲林縣虎尾鎮興中里清雲路1018號1樓
426,陳歐珀,40,104/11/27,104,營利事業捐贈收入,23577048,蜡藝實業股份有限公司,200000,NA,是,宜蘭縣蘇澳鎮,161,宜蘭縣蘇澳鎮龍德里德興六路7號
4290,陳學聖,42,104/11/20,104,營利事業捐贈收入,53100106,語林文創有限公司,200000,NA,是,臺北市大安區,230,臺北市大安區光明里信義路2段22號4樓之1
4289,劉世芳,5,104/12/21,104,營利事業捐贈收入,53100106,語林文創有限公司,100000,NA,是,臺北市大安區,199,臺北市大安區光明里信義路2段22號4樓之1
5267,吳育昇,57,104/11/04,104,營利事業捐贈收入,14027803,豪志工程股份有限公司,150000,NA,是,臺北市大安區,NA,臺北市信義區興雅里基隆路一段155號12樓
1818,李昆澤,62,104/09/08,104,營利事業捐贈收入,53245519,豪家濠工業股份有限公司,20000,NA,是,高雄市梓官區,207,高雄市梓官區梓信里工維街5號
1819,邱志偉,156,104/05/24,104,營利事業捐贈收入,53245519,豪家濠工業股份有限公司,100000,NA,是,高雄市梓官區,NA,高雄市梓官區梓信里工維街5號
335,蔡易餘,6,104/12/30,104,營利事業捐贈收入,53619755,豪真營造有限公司,100000,NA,是,嘉義縣布袋鎮,168,嘉義縣布袋鎮新民里新塭328號1樓
334,蔡易餘,5,104/12/31,104,營利事業捐贈收入,53619755,豪真營造有限公司,100000,NA,是,嘉義縣布袋鎮,168,嘉義縣布袋鎮新民里新塭328號1樓
2424,羅致政,32,104/07/24,104,營利事業捐贈收入,79978811,豪景企業有限公司,10000,NA,是,新北市板橋區,NA,新北市板橋區三民路2段95巷13之1號
228,丁守中,57,104/10/02,104,營利事業捐贈收入,4202957,豪華實業股份有限公司,50000,NA,是,臺北市中正區,NA,臺北市萬華區西門里西寧南路70之1號~5號1樓;70之22號~25號1樓
2720,黃志雄,10,104/12/18,104,營利事業捐贈收入,24725243,赫群有限公司,100000,NA,是,新北市五股區,249,新北市蘆洲區中路里和平路116號
3043,王惠美,26,105/01/02,105,營利事業捐贈收入,70639312,輔懋實業有限公司,50000,NA,是,彰化縣秀水鄉,212,彰化縣秀水鄉曾厝村009鄰福陵巷36號1樓
2577,林昶佐,1,105/01/10,105,營利事業捐贈收入,70446624,遠足文化事業股份有限公司,46666,NA,是,新北市新店區,257,新北市新店區復興里民權路108―2號9樓
2161,蘇治芬,30,104/11/13,104,營利事業捐贈收入,80746403,遠拓建設有限公司,100000,NA,是,雲林縣虎尾鎮,NA,雲林縣虎尾鎮安慶里7鄰民主路18-6號
92,吳育昇,16,104/12/29,104,營利事業捐贈收入,3521905,遠東百貨股份有限公司,1000000,NA,是,新北市板橋區,NA,新北市板橋區福丘里新站路16號18樓
372,李志鏞,6,104/12/16,104,營利事業捐贈收入,23874434,遠東鈦金科技股份有限公司,300000,NA,是,宜蘭縣冬山鄉,175,宜蘭縣冬山鄉大興村德興六路27號
172,林郁方,12,104/12/23,104,營利事業捐贈收入,3522600,遠東新世紀股份有限公司,1000000,NA,是,臺北市大安區,NA,臺北市大安區敦化南路2段207號36樓
173,葉宜津,7,104/12/31,104,營利事業捐贈收入,3522600,遠東新世紀股份有限公司,1000000,NA,是,臺北市大安區,171,臺北市大安區敦化南路2段207號36樓
166,江惠貞,7,104/12/31,104,營利事業捐贈收入,5082563,遠紡實業股份有限公司,1000000,NA,是,臺北市大安區,256,臺北市大安區敦化南路2段207號33樓
4381,瓦歷斯貝林,1,104/12/31,104,營利事業捐贈收入,70757366,遠通投資股份有限公司,1000000,NA,是,臺北市大安區,302,臺北市大安區敦化南路2段207號34樓
4376,楊實秋,10,104/12/14,104,營利事業捐贈收入,70757366,遠通投資股份有限公司,500000,NA,是,臺北市大安區,NA,臺北市大安區敦化南路2段207號34樓
4306,邱志偉,12,104/12/27,104,營利事業捐贈收入,36538005,遠揚建設股份有限公司,1000000,NA,是,臺北市大安區,NA,臺北市大安區全安里敦化南路2段267號5樓
4307,陳學聖,20,104/12/30,104,營利事業捐贈收入,36538005,遠揚建設股份有限公司,1000000,NA,是,臺北市大安區,229,臺北市大安區全安里敦化南路2段267號5樓
3337,蔡煌瑯,21,104/11/05,104,營利事業捐贈收入,28654120,遠雄生醫有限公司,10000,NA,是,彰化縣彰化市,245,彰化縣彰化市龍山里中山路二段944巷54弄14號1樓
5264,林信義,3,104/11/30,104,營利事業捐贈收入,86121030,遠雄自貿港投資控股股份有限公司,50000,NA,是,桃園市大園區,260,臺北市信義區興雅里松高路1號23樓
4380,吳秉叡,10,104/12/28,104,營利事業捐贈收入,22266828,遠鼎投資股份有限公司,1000000,NA,是,臺北市大安區,NA,臺北市大安區敦化南路2段207號34樓
4377,楊實秋,11,104/12/14,104,營利事業捐贈收入,22266828,遠鼎投資股份有限公司,500000,NA,是,臺北市大安區,NA,臺北市大安區敦化南路2段207號34樓
157,馬躍·比吼,1,104/12/31,104,營利事業捐贈收入,5707618,遠鼎股份有限公司,200000,NA,是,臺北市敦化南,289,臺北市大安區全安里敦化南路2段207號23樓
158,張宏陸,11,104/12/30,104,營利事業捐贈收入,5707618,遠鼎股份有限公司,500000,NA,是,臺北市敦化南,NA,臺北市大安區全安里敦化南路2段207號23樓
156,陳賴素美,14,104/12/30,104,營利事業捐贈收入,5707618,遠鼎股份有限公司,200000,NA,是,臺北市大安區,165,臺北市大安區全安里敦化南路2段207號23樓
94,廖正井,9,104/12/24,104,營利事業捐贈收入,5721528,遠鼎租賃股份有限公司,1000000,NA,是,新北市板橋區,NA,新北市板橋區福丘里新站路16號20樓
357,郝龍斌,3,105/01/05,105,營利事業捐贈收入,70383986,遠銀人身保險代理人股份有限公司,1000000,NA,是,臺北市中正區,237,臺北市中正區南門里延平南路189號6樓之3
358,趙天麟,22,104/12/27,104,營利事業捐贈收入,70383986,遠銀人身保險代理人股份有限公司,1000000,NA,是,臺北市中正區,239,臺北市中正區南門里延平南路189號6樓之3
355,李俊俋,3,104/12/29,104,營利事業捐贈收入,80165756,遠銀財產保險代理人股份有限公司,1000000,NA,是,臺北市中正區,NA,臺北市中正區南門里延平南路189號6樓之3
353,廖正井,8,104/12/24,104,營利事業捐贈收入,80165756,遠銀財產保險代理人股份有限公司,1000000,NA,是,臺北市中正區,NA,臺北市中正區南門里延平南路189號6樓之3
4305,李慶華,5,104/12/29,104,營利事業捐贈收入,16740311,遠銀國際租賃股份有限公司,1000000,NA,是,新北市板橋區,228,臺北市大安區全安里敦化南路2段207號36樓
4304,林國春,9,104/12/31,104,營利事業捐贈收入,16740311,遠銀國際租賃股份有限公司,1000000,NA,是,新北市板橋區,NA,臺北市大安區全安里敦化南路2段207號36樓
2302,林淑芬,2,104/12/17,104,營利事業捐贈收入,29155431,遠瑩建設有限公司,200000,NA,是,新北市中和區,176,新北市中和區民享里民享街89巷4弄16號
2303,羅明才,16,104/12/17,104,營利事業捐贈收入,29155431,遠瑩建設有限公司,200000,NA,是,新北市中和區,194,新北市中和區民享里民享街89巷4弄16號
83,柯建銘,20,104/12/29,104,營利事業捐贈收入,3136516,遠興化學工業股份有限公司,500000,NA,是,新北市土城區,NA,新北市土城區頂埔里中央路4段2號6樓之2
3099,陳素月,46,104/12/11,104,營利事業捐贈收入,59062826,銀玲實業股份有限公司,30000,NA,是,彰化縣社頭鄉,134,彰化縣社頭鄉廣興村和興巷18號
4956,鄭汝芬,8,104/12/21,104,營利事業捐贈收入,29072994,銀泰佶聯合生技有限公司,12000,NA,是,臺北市內湖區,NA,臺北市內湖區堤頂大道2段409號4樓
3970,江啟臣,19,104/12/08,104,營利事業捐贈收入,23700883,銀泰科技股份有限公司,100000,NA,是,臺中市神岡區,NA,臺中市神岡區岸裡里7鄰大富路20巷71號
3972,洪慈庸,24,104/12/08,104,營利事業捐贈收入,23700883,銀泰科技股份有限公司,100000,NA,是,臺中市神岡區,252,臺中市神岡區岸裡里7鄰大富路20巷71號
3971,楊瓊瓔,25,104/12/08,104,營利事業捐贈收入,23700883,銀泰科技股份有限公司,100000,NA,是,臺中市神岡區,231,臺中市神岡區岸裡里7鄰大富路20巷71號
5718,陳亭妃,68,104/12/25,104,營利事業捐贈收入,69750098,銓宏鋼鐵股份有限公司,10000,NA,是,臺南市南區新,NA,臺南市南區彰南里新樂路36-1號
5327,陳建閣,2,104/12/29,104,營利事業捐贈收入,23250633,銓陞鋼鐵有限公司,100000,NA,是,臺東縣臺東巿,304,臺東縣臺東市豐樂里大孝路88號
299,賴義鍠,14,104/10/26,104,營利事業捐贈收入,24582287,銓鋐工業有限公司,20000,NA,是,臺中市東區天,258,臺中市太平區豐年里大源五街37號1樓
3147,陳素月,52,104/11/30,104,營利事業捐贈收入,60330407,銘昌行,30000,NA,是,彰化縣員林市,134,彰化縣員林市三和里三民東街411號
2059,邱志偉,135,104/07/31,104,營利事業捐贈收入,24365541,銘綜企業有限公司,50000,NA,是,高雄市橋頭區,NA,高雄市橋頭區白樹里隆豐路60號1樓
1082,姚文智,72,104/09/29,104,營利事業捐贈收入,80618651,銘龍電子有限公司,20000,NA,是,桃園市蘆竹區,201,桃園市蘆竹區新興里18鄰中興路3號
5569,陳亭妃,23,104/12/31,104,營利事業捐贈收入,54561555,銘勵投資有限公司,40000,NA,是,臺南市安平區,NA,臺南市安平區平通里育平路401號1樓
569,鍾佳濱,29,104/12/01,104,營利事業捐贈收入,24357248,銘瓏營造有限公司,20000,NA,是,屏東縣屏東巿,254,屏東縣內埔鄉竹圍村015鄰福壽路551號1樓(僅供辦公聯絡)
1244,邱議瑩,90,104/09/02,104,營利事業捐贈收入,84182757,銨隆企業股份有限公司,10000,NA,是,高雄市大社區,244,高雄市大社區保社里民族路15號
1243,邱議瑩,37,104/10/19,104,營利事業捐贈收入,84182757,銨隆企業股份有限公司,10000,NA,是,高雄市大社區,242,高雄市大社區保社里民族路15號
2066,邱志偉,55,104/10/17,104,營利事業捐贈收入,97145447,閤順有限公司,20000,NA,是,高雄市橋頭區,NA,高雄市橋頭區頂鹽里8鄰南北路74號1樓
4104,謝志忠,55,104/12/08,104,營利事業捐贈收入,23553215,際峰機械鈑金股份有限公司,50000,NA,是,臺中市豐原區,157,臺中市豐原區西湳里14鄰豐原大道7段162巷329號
5023,李彥秀,26,104/12/04,104,營利事業捐贈收入,27994467,魂麵股份有限公司,100000,NA,是,復興南路段號,NA,臺北市松山區中崙里復興南路1段39號2樓之1
5025,孫大千,5,104/12/21,104,營利事業捐贈收入,27994467,魂麵股份有限公司,100000,NA,是,臺北市松山區,NA,臺北市松山區中崙里復興南路1段39號2樓之1
5024,黃珊珊,17,104/11/20,104,營利事業捐贈收入,27994467,魂麵股份有限公司,100000,NA,是,臺北市松山區,NA,臺北市松山區中崙里復興南路1段39號2樓之1
5026,羅明才,20,104/12/04,104,營利事業捐贈收入,27994467,魂麵股份有限公司,200000,NA,是,臺北市松山區,194,臺北市松山區中崙里復興南路1段39號2樓之1
1884,許智傑,53,104/11/23,104,營利事業捐贈收入,99593568,鳳典工程行,6000,NA,是,高雄市大社區,NA,高雄市楠梓區中陽里鳳楠路185號13樓之3
1333,劉世芳,1,105/01/12,105,營利事業捐贈收入,25015888,鳳凰國際公關顧問有限公司,100000,NA,是,高雄市鼓山區,199,高雄市仁武區八卦里同和路168號1樓
1915,邱志偉,149,104/07/01,104,營利事業捐贈收入,28814787,鳳嘉實業有限公司,100000,NA,是,高雄市路竹區,NA,高雄市路竹區甲南里大仁路592號1樓
1913,邱志偉,133,104/08/01,104,營利事業捐贈收入,28814787,鳳嘉實業有限公司,100000,NA,是,高雄市路竹區,NA,高雄市路竹區甲南里大仁路592號1樓
1910,邱志偉,115,104/08/18,104,營利事業捐贈收入,28814787,鳳嘉實業有限公司,50000,NA,是,高雄市路竹區,NA,高雄市路竹區甲南里大仁路592號1樓
1916,劉世芳,54,104/08/26,104,營利事業捐贈收入,28814787,鳳嘉實業有限公司,100000,NA,是,高雄市路竹區,198,高雄市路竹區甲南里大仁路592號1樓
2888,李俊俋,20,104/11/03,104,營利事業捐贈收入,53630246,鳳鳴廣告有限公司,71831,NA,是,嘉義市東區蘭,NA,嘉義市東區蘭潭里小雅路201號7樓之17
5754,吳育仁,2,104/10/12,104,營利事業捐贈收入,10797033,鳳鳴廣告社,105000,NA,否,臺南市新營區,310,臺南市新營區大宏里014鄰中正路22巷10號1樓
453,鄭天財,15,104/11/26,104,營利事業捐贈收入,16699066,齊昱營造有限公司,100000,NA,是,花蓮縣花蓮巿,170,花蓮縣花蓮市主農里中順街99巷13號1樓
452,蕭美琴,28,104/12/07,104,營利事業捐贈收入,16699066,齊昱營造有限公司,10000,NA,是,花蓮市中順街,NA,花蓮縣花蓮市主農里中順街99巷13號1樓
1,范雲,6,104/05/28,104,營利事業捐贈收入,NA,齊浩宇,10000,NA,是,高雄市左營區,315,NA
343,林俊憲,57,104/04/30,104,營利事業捐贈收入,69695878,儀大股份有限公司,200000,NA,是,臺南市南區新,195,臺南市南區新樂路36號
